summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
TanYourPoes,0,0,0,1151,0,0,144,7597,3815,0,0,0,0,200,0,185,0,0,0,0,2185,0,0,225,0,0,0,0,0,0,2290,0,0,1624,0,0,0,0,3427,0,495,0,0,0,122,279,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915,0,222,0,0,743,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10359,1600,1867,0,2819,0,3123,0,0,0,175,0,0,202,0,0,0,1451,0,0,0,1789,7221,4748,0,0,0,0,43259,0,0,0,0,0,0,0,9519,0
g33vMeY0urRoti,2046,98,0,0,0,0,0,177,25143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,3757,0,0,0,0,0,0,0,941,0,0,22638,7827,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13984,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5496,0,0,0,487,0,0,0,0,0,0,0,119,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotV05,94,0,351,0,2004,0,108,0,3777,0,3346,0,11859,94,0,2711,0,105,104,0,2085,0,147,0,1857,0,0,763,901,0,798,0,0,8978,0,0,0,116,2730,2296,3181,0,0,0,0,0,18561,0,0,93,0,164,0,167,0,301,0,0,0,0,0,0,0,0,0,0,0,0,4681,0,0,0,1849,1640,0,0,0,9137,935,0,877,0,0,614,0,0,0,0,264,0,0,0,0,0,539,0,194,0,0,0,117,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,8518,0,4699,0,649,0,0,0,0,0,3967,3773,274,0,0,0,0,1204,722,0,0,0,39641,0,0,5941,0,7511,0,0,0,0
Ekaitzif,270,0,0,0,13205,3854,0,0,0,6710,3290,0,0,1928,0,103,0,0,2447,156,843,18043,1181,105,64030,15160,395,3445,15960,0,1189,139,1212,480,0,0,2058,0,0,0,458,175,0,0,776,0,9836,0,717,2385,0,1026,0,1181,0,9048,0,15247,8415,10109,246,0,38257,0,5526,0,23206,122,0,0,78,0,4792,3291,3778,0,234,0,1857,0,208,0,11808,1091,0,0,3406,8503,677,170,0,0,0,12718,0,209,285,0,1232,0,0,0,162,0,8190,0,0,5110,0,0,2519,0,0,0,0,134,2095,0,0,0,0,615,2991,0,0,0,0,0,170,0,0,6394,282,0,0,100,0,7923,104,0,728,0,7426,0,0,4408,0,2467,5034,0
kalash94,1272,319,112,680,0,0,137,783,2096,0,0,0,2849,6316,913,1141,2625,958,4069,0,1018,0,610,153,100,0,7793,2380,0,7105,1026,5111,117,3545,3466,0,139,154,0,117,1796,0,160,0,2995,0,13565,0,9725,589,0,0,127,510,3612,0,0,115,0,0,840,1258,0,835,0,0,2497,0,10973,847,0,1762,338,1848,31468,2002,124,4032,949,0,147,2251,49652,2975,0,742,2532,0,2992,128,873,0,238,0,5375,0,1536,0,0,0,19041,0,126,0,0,1024,0,4662,704,0,249,680,0,1868,88,0,638,0,0,7603,13294,1361,125,0,2997,0,0,238,3187,15359,2300,4827,138,0,818,633,2593,53189,77,0,120,0,0,0,272,1240,0,264,3408,166
KGoldd,5367,17227,0,0,0,0,0,0,24388,0,0,28375,3955,0,0,2569,0,0,0,0,1774,0,0,0,0,0,5746,144,0,0,0,0,0,56424,0,0,0,0,0,0,0,0,0,0,344,0,0,0,218,0,0,0,5849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111350,0,0,0,31589,1067,0,15668,0,33756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,0,0,0,0,0,0,862,0,0,0,0,0,1083,0,3480,0,0,0,0,0,0,0,0,0,0,3019,0
98Guts,3467,4066,5285,39911,30391,8185,25240,2432,45431,2914,4346,22701,51701,3307,3218,24516,9681,13109,27992,13351,26826,6295,24619,25290,6978,3805,10496,8182,29438,2649,5673,11137,8242,50327,5294,4607,2736,6161,27553,13887,2795,350,31940,2175,25309,3470,55410,22328,3530,5799,24668,3920,4322,22324,21781,9727,2077,6570,7191,3012,3210,3151,12800,25580,3857,5824,28369,11028,39732,24501,4815,2074,50302,23234,21742,39600,10761,24913,9351,3082,17484,1043,21689,6835,18478,5029,18253,37162,13964,228,22069,9401,10411,1263,4183,6886,5494,2184,22201,6451,1835,1870,10779,9692,7840,22045,32922,25609,1338,38741,45849,3912,2193,1845,3349,5603,58037,50743,53482,32116,33958,3374,22225,23484,21911,3894,11023,1818,25142,29335,7738,5803,2290,5670,10011,26013,23636,11459,2640,40634,100468,866,1098,371,1017,31677,12034,29744,10056,7119
jordigamer765,545,1024,7903,0,9346,964,1909,862,11177,821,152,1002,8180,906,1664,4826,1806,0,136,898,3166,3152,795,2754,5038,572,2632,1791,6405,661,1816,138,213,6204,2349,0,1340,1803,261,1328,1376,0,0,0,6037,84,4565,4272,139,149,1293,274,291,1065,2571,11521,688,885,126,153,124,888,1541,914,2076,125,229,373,6504,5518,960,683,20820,1847,3315,1968,0,145,1464,229,1255,4535,1034,609,791,271,751,604,8270,177,0,1091,0,94,970,672,1480,112,329,258,391,2847,1561,1989,950,429,2065,4275,0,0,1207,824,1060,149,0,299,8130,624,1352,1472,1565,0,3606,0,1042,696,5738,2320,1772,934,1599,106,475,226,1027,2268,1409,186,5185,1216,2582,0,97,543,361,4150,460,810,187,146
AndreDeAstora,0,127,0,581,0,0,0,0,7544,0,0,0,40507,0,0,1560,0,0,0,4114,63232,1804,0,88,94,0,0,0,0,0,185,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,6319,114,0,0,0,11412,0,0,1245,0,0,0,0,0,136,0,0,0,0,0,0,0,116,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,110,0,2519,0,0,0,107,0,0,801,0,0,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZouletteRusse,0,0,168,0,0,0,0,0,0,124,0,0,21052,3622,0,276,0,0,10767,0,5680,2865,1507,0,1972,0,3687,1211,4337,0,0,214931,0,888,0,126,0,0,105,0,0,0,0,0,628,0,0,27671,2592,0,0,0,9717,0,118,788,7647,0,0,0,0,0,0,2756,0,0,735,5068,10302,1389,0,9332,41044,20285,10115,1860,126,4236,3239,1351,640,0,0,4192,0,0,0,0,1493,0,0,896,0,170,0,0,0,0,0,0,0,7500,0,0,0,0,1805,0,0,0,0,43326,5490,0,332,2707,86,0,1872,134,0,0,1160,0,1312,0,28299,0,0,4462,11773,0,0,1642,0,111,0,0,0,0,22938,0,0,0,7227,0,0,0,1952,1014
lacalvitiedeflav,694,0,12321,198,4191,0,3927,0,10571,0,0,0,0,35098,0,0,0,0,0,0,27598,51387,0,4245,0,0,0,2587,855,0,11234,0,0,16588,6990,5996,0,18115,0,0,0,0,0,0,14856,0,0,105,0,0,0,0,0,131,0,0,0,103,2644,0,0,0,905,0,0,0,0,0,0,0,0,0,24385,13411,3972,36162,0,7052,0,3539,0,1159,0,11109,0,0,2129,0,1083,0,0,0,0,0,8305,0,0,0,0,0,0,65761,0,0,0,0,0,0,0,0,0,0,2370,0,0,0,1567,0,0,0,875,2673,148,0,2154,0,0,0,1338,38720,0,0,0,0,350,2365,2297,0,0,0,0,0,0,0,0,169,19376,0,0,0
Dragnok,259,4527,13213,0,1228,0,506,0,2098,0,0,0,135,0,0,111,0,0,0,0,910,0,0,580,0,0,4130,95,1877,30488,0,0,0,3926,383,0,0,0,3273,0,847,0,757,0,0,0,0,0,2119,0,746,0,1230,133,30787,149,0,0,0,0,101,3830,0,256,0,0,452,0,298,743,0,0,328,0,1236,0,0,5594,564,10700,0,0,3971,0,821,0,30380,35594,0,0,7384,2970,0,0,1400,2085,3308,0,0,3211,8021,0,0,1243,0,0,0,0,613,0,0,0,0,0,0,9088,0,0,10384,0,0,2668,1183,108,0,0,0,0,714,1202,4295,21277,0,0,1911,0,149,28545,0,1780,0,0,0,3415,0,0,0,0,0,0
EndHarry9809,79,0,1770,4870,608,2001,1324,2240,6082,0,0,6258,37546,2879,6869,10126,1490,0,505,1127,2958,188,344,960,429,0,1361,5098,261,111,138,8204,0,7390,929,176,1622,1701,1917,3388,5783,0,10614,727,8045,767,3853,1129,2746,93,8814,806,375,2430,4977,2223,1783,3836,1613,121,570,983,974,2021,819,2225,2881,125,3149,1403,0,117,4785,552,8111,1976,674,8253,3642,1468,111,801,1899,3585,104,1319,5875,1553,1953,99,161,6024,19688,107,388,2055,409,1285,903,683,2853,4585,925,824,809,85,1690,980,232,115,2275,188,7360,125,1227,1446,11942,3608,2341,5676,2054,1720,2008,0,107,5168,12891,2844,171,4072,1001,3282,101,0,6500,1921,86,144,336,787,9616,0,898,1676,1657,11411,277,849,1210,2316
nicolr,0,244,0,0,832,0,0,5188,102,15141,214,0,0,7139,1078,127,96,0,1203,0,0,208,0,28514,8443,0,0,3520,226,776,7626,0,0,9395,2320,0,4185,0,0,417,0,171,0,151,4157,0,23004,0,0,0,0,0,0,176,0,189,0,0,95,0,0,0,3531,0,7623,0,1200,0,0,3909,5378,0,3878,738,22856,0,0,0,0,0,130,6874,10470,0,0,710,11255,0,0,0,0,0,0,0,0,120,0,0,74,0,0,21527,0,88,0,0,2142,108,0,0,160,15162,8597,0,0,0,112,0,0,2825,0,0,0,768,0,0,132,14102,107,0,1171,0,2045,98,4298,26549,0,142,889,0,1961,0,129,3637,1554,4388,0,0,963,0
LegendFala7,8814,5430,9442,2157,190,242,100,6585,7276,85,8265,0,5717,2952,107,4579,441,329,4286,845,64112,3836,2549,38942,2062,2747,3257,17760,2847,2096,16644,2265,4197,17019,0,8131,12840,26343,16925,101479,10044,0,132,5125,35195,5159,13970,3213,139,253,444,2034,2363,12658,1691,6592,1327,5909,0,937,0,2788,56577,215,0,0,13014,2821,33330,12706,0,741,18295,23044,11169,1086,0,26847,1136,2188,2155,971,1683,26819,0,2141,2578,0,3786,19862,821,298,2528,2529,12303,16008,3760,301,4870,1026,0,2065,1099,3915,1166,1001,6759,2361,872,0,0,0,9858,3084,1496,202,2621,5794,15760,8258,2720,6573,4263,2840,12752,91468,3089,1758,20032,10356,6770,1261,96,17803,12095,20584,1368,494,335,31112,88474,830,111,0,3715,95077,74,1953,1124,0
0oXNartuoXo0,2172,1852,3256,79773,45668,18162,4738,348,55681,622,2152,4679,74568,5306,37173,1703,3447,119,47830,796,32758,2435,17006,2073,2940,1715,4515,50611,55845,4835,6884,52007,68183,74628,152,1884,4392,5652,79551,21703,2534,3220,7087,10578,15831,2143,104556,3787,0,1166,63792,37727,2348,8692,3289,34041,342,3248,3141,111,118,2160,20592,41711,0,250,51111,23952,71516,54335,1271,4701,35970,14586,6827,163932,31304,167927,45471,10998,521,265,10247,1501,5592,3417,3848,5477,61350,85,1750,54447,63538,304,296,13098,5031,2448,1092,32656,769,0,8175,14776,28464,6254,52801,4091,288,8993,47304,60154,1288,1541,43156,264,1527,56758,35013,128378,12607,106,18607,11324,57672,150763,8804,4942,25146,96847,16099,4185,1784,311,11831,119510,11890,1361,41339,4896,55697,0,1801,27195,42246,122829,1648,110472,7778,2890
