summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Eesti Snaiper,0,97154,4498,1181,2260,25070,14021,0,5818,246,3848,27844,128330,23975,3345,48257,0,20590,15857,12251,0,26345,3849,942,2463,12272,5499,55161,3628,1483,8778,1772,2226,1354,0,22707,297,166,1757,0,1803,0,9004,7237,2879,15313,2430,20066,0,0,11737,10267,2828,14692,940,0,3278,10457,317,0,5766,84188,113055,26112,0,5622,4335,6853,919966,27321,1428,209,231,31118,0,54110,3498,2291,0,523,9968,8888,2299,1886,89428,0,1274,616,8407,0,4919,2386,4159,4381,8791,3763,2426,5129,1613,542,0,0,2817,7215,266,1586,612,9720,0,3574,8925,941,0,46765,3122,281,3097,820,4387,99311,20770,1136,1734,20181,5454,5857,0,38156,13206,119190,14091,17871,17365,19139,6282,2315,12047,72,33126,4885,2905,0,224,92,2486,14321,41115,11157,11914,19567
sanguine cool,0,1879,36437,2609,0,6509,1385,0,385,159,22141,0,0,8453,158,0,29363,9093,1172,2721,190,494,2799,2466,9492,0,16248,0,2208,0,11541,0,51668,9349,1408,0,0,1075,167,5093,1129,0,148,1346,19950,1263,289,0,1271,0,0,542,44455,138876,16029,119311,0,25930,170,3206,1289,3994,1643,185,0,0,0,155,1375,1302,14538,0,3617,0,12642,19334,0,17680,0,1740,386,2180,278,0,1277,0,1858,156,3160,2088,0,506,18059,0,0,14530,24563,969,14792,0,0,0,54,5401,4142,159,1726,462,0,3750,5276,8719,1680,545,0,880,71022,2362,338,158,9135,0,26395,11577,9818,1272,1565,176,2905,3252,641,7559,1122,880942,0,47567,0,0,133,5577,57634,0,929,0,0,336039,0,244,1705,0
Libera Impera,0,144,0,0,1232,0,0,0,0,0,0,0,1017,0,0,0,0,0,705,0,186,0,174,0,91,0,176,1135,7321,0,0,0,0,0,0,0,1772,102,0,0,114,0,0,8520,1590,0,0,0,0,0,0,1483,0,0,0,3766,0,360,0,0,0,0,1170,179,0,0,0,0,0,0,0,0,33395,601,0,3270,0,0,0,0,0,336,0,0,0,0,22544,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,79131,0,0,0,0,0,0,0,0,140,0,0,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,33745,0,13272,0,0,0,0,0,0,0,0,164,0,0,0,0
SunFIow,14570,65911,19987,1760,2749,1493,9717,400,24960,1813,33542,25508,15455,14636,4702,52220,6886,2049,4906,3309,1670,25702,623,103656,15983,10806,1712,219275,4632,31712,4894,3657,100619,32288,107552,30046,11477,1147,2073,4803,19402,1030,1570,3943,2051,16573,39959,41527,41259,29900,9104,3919,5782,542099,32599,2937,79988,53452,18252,1486,2034,24603,223894,17782,2069,93,224876,18063,9420,1430,7620,1800,79453,6630,9238,6537,4132,3548,176,57999,33020,291,2651,4183,2991,1609,12044,3065,5043,1022,13376,34228,809,15119,10704,67568,1262919,2564,37725,3324,8814,1915,4790,24453,4161,391,2080,9260,0,9556,60247,2955,2369,568,1197,2108,5223,6356,12015,31699,9814,2559,6667,98819,9490,4951,1564,15036,386590,10226,17654,1920,8783,45886,3388,1556,1147,31556,69389,2963,263023,1122,842,8106,1511,111274,4802,2403,6960,2450
MAsTeR SiMp MaNo,25537,8068,1824,21249,19803,16779,46659,1710,26609,8664,16540,24648,103573,48519,40852,36454,5854,7824,37953,14020,126912,7156,15120,44249,63445,19352,11854,48858,39233,16061,32962,29644,24368,37411,34410,42293,39056,19279,29712,15499,44642,15332,37550,31090,26640,9478,71164,65717,13845,12717,5796,21854,18471,22721,12583,19552,21185,41465,16233,53589,15365,12571,36317,42106,0,10192,86536,31625,20026,44747,12217,22681,40164,32416,55734,30083,22185,76246,41696,15267,13405,6254,18743,13175,18873,28170,18318,21694,22727,1096,1561,17613,25756,11095,24900,33837,80123,11130,19473,23087,9749,10221,53444,12968,14856,26285,40606,5946,16259,8933,36190,15574,6576,14740,100387,6154,6899,22880,16631,93704,38326,13983,25919,7317,286170,45356,11941,13372,75179,52528,26418,14296,20765,49345,44079,19895,41929,26871,11914,12772,108295,0,10046,11165,5681,51167,6319,123281,13882,10591
ThomasHouten,19482,37893,32895,15935,9815,20271,28546,2333,16973,15577,21735,5255,30018,27319,2245,19096,42580,11344,17292,9585,32799,106212,3435,26860,32281,4731,21598,22833,16473,8405,70749,34223,4269,14318,11393,83348,2869,26110,9480,73676,25983,1703,4948,7028,24427,19116,86591,30301,20197,3978,4042,8101,45910,77314,12254,33405,16384,48677,5023,28869,5059,13904,12368,4250,6546,11589,7340,14091,43850,18469,1570,7353,29982,11033,9726,7812,1385,9741,11922,12793,16624,19891,12252,2779,10169,7023,13875,6691,81512,38597,5161,16112,12182,14575,10943,19014,16444,2321,18413,10746,10733,5777,15989,7263,4550,24864,29132,6877,3500,8753,8950,13935,26402,26506,2884,14644,41955,3672,23631,19071,13057,4102,10240,4336,18746,18643,16853,6803,11646,45161,11655,19541,3104,27493,7123,21916,10257,16207,11737,6184,26110,0,11429,3415,13469,28785,7955,5248,29252,4436
TimHu101,1523,1298,51,162418,25976,1182,8904,1027,9526,8169,180,47565,53336,7037,17023,7329,4476,1832,103483,1957,7444,0,22524,216,200,0,2586,366,14201,825,0,4339,5840,92344,687,854,940,5608,1971,51172,962,12954,82890,59708,7925,134889,711,2379,1010,0,28187,790,163,7799,50214,0,1040,291,219,9269,4472,0,579,22774,0,4188,9021,165909,3881,43223,0,142662,3265,38937,2809,18472,96657,20933,64348,91,161,0,3188,843,3732,48173,4579,12184,3704,0,3124,28712,12028,846,924,154,5383,2017,23108,1165,13944,160,18177,135752,4198,12385,18862,13947,151,25188,42148,46109,247,0,9685,1515,935,378851,7557,66823,105,4740,958,9739,9335,17281,17233,1903,0,4510,6201,2262,1667,2769,2891,7913,8097,1802,5566,1096,165,0,4546,14077,763,145,1226,97143,0,25051
FoxShiox,22450,29266,25898,13926,72490,14743,9340,2211,10439,13534,9352,16791,26851,2364,5429,30149,6418,22218,7782,6775,7406,122627,7905,20248,26387,12422,9488,16222,7905,11061,5328,6541,969,10661,9578,5071,30209,32722,22485,1713,11640,3715,16279,13053,16951,6458,31968,7080,11735,19874,8920,2974,3731,25853,10762,9462,2718,30850,2336,843,4855,10111,46126,10393,1315,184,25700,8496,25414,12847,0,166,22598,32800,11081,10073,3994,19040,4112,1237,59151,5180,8235,2346,9138,1031,4271,9493,41225,3095,2432,13572,6391,14765,3433,53061,80061,9455,9345,5557,2498,2944,14746,2409,4592,2693,4969,8962,171438,8820,5829,2565,2775,3600,1794,2453,3477,2494,8728,62935,18910,2029,14885,11255,15958,9923,5610,11151,51012,13103,7911,9154,644,768,7520,60789,2869,7464,13769,10970,74306,189,71991,1472,25110,14449,3359,8732,50606,1404
Rainyyyyyy,13616,0,48559,0,539,0,0,0,0,756,955,1705,0,0,0,0,0,0,97,0,0,0,0,0,669,3061,782,29346,918,1463,1165,20299,359,0,0,9128,796,0,0,0,0,0,0,774,0,0,3810,0,0,0,0,0,2833,162,0,5851,185,4692,0,0,0,0,49695,0,0,1011,2912,0,665,0,0,0,3792,0,4714,433,0,303,898,0,2332,0,1047,0,0,0,3199,0,1595,326,0,0,0,2391,0,12206,2226,0,0,0,5067,6287,0,1295,0,155,160,0,0,0,0,0,6155,283,2610,0,0,0,767,5612,0,0,0,0,135,0,1212,1717,2438,0,1501,0,989,3324,1284,162,106,0,0,994,131147,0,0,1214,219,27332,0,0,1246,0
DNsingbanana,18580,9739,95,20606,3155,1417,25853,1290,38117,5583,985,9678,13488,11993,27887,38861,12164,7057,35727,9661,21004,3390,25945,2614,4970,7164,7627,17389,5033,14589,10107,15930,9379,31337,55599,42052,2517,1779,4088,17969,9163,3277,6093,17879,4146,1692,32278,30058,1072,3109,8109,1275,3155,453,2907,14000,5981,20699,3338,24649,6419,7719,16843,10263,2169,6953,10065,13378,12772,12840,11368,28588,744,7751,7013,8104,32420,10511,42599,6105,3846,1860,9915,3898,4010,10002,18253,57284,21310,1418,9210,16837,14175,8119,4719,3851,5759,6211,4017,20168,4198,10658,1423,5646,3887,4996,120357,9866,28023,8264,4717,16126,3315,3749,26174,3954,3655,10880,3779,14080,37593,12447,3413,5605,3058,3468,19268,18778,3253,6945,18230,12038,3473,15130,10199,44492,7801,9962,5246,14630,4563,0,12234,767,23091,3195,6523,4341,8151,2404
ske1etonCoast,19731,16332,18171,146,811,0,1479,132,3176,959,5512,0,1506,2459,254,2080,5040,3576,6212,6518,483,5968,2127,525,11402,2841,3427,10315,133,2166,657,10649,715,7619,195,5092,673,10661,949,0,18251,158,0,10447,5534,3053,4626,841,243,0,1045,3366,1506,0,1349,1815,4685,17588,23998,641,814,14357,15747,1417,2478,10026,6022,0,5104,3206,0,32508,3741,1762,6653,2259,1032,1585,4452,1924,4077,5982,99391,7066,4182,36669,4799,579,11163,0,1428,3903,0,4027,15135,2152,1957,1535,14076,2479,4472,8008,2671,11080,940,1456,5076,3543,5482,0,111,2931,4723,3434,589,1382,8065,0,0,4923,1382,3746,0,2072,1432,0,0,6235,4155,1392,717,0,9483,5534,2586,7620,7839,1424,1102,3863,41518,0,0,0,5897,28905,0,168,3800,952
Sirin here xP,0,0,0,1921,9345,0,14583,0,162,0,0,0,23099,0,0,0,0,0,0,0,0,0,4941,0,0,0,121,0,149,0,1034,0,0,133,0,0,0,0,0,0,0,112,93676,20634,134,0,0,137,0,0,6012,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,3682,11154,147,0,0,18729,140,141,29797,1058,0,0,0,0,0,28862,0,0,0,0,1059,0,0,0,0,2567,0,0,0,0,0,0,0,0,0,16438,7677,0,824,0,1315,0,1556,63974,0,0,0,0,0,0,0,13706,0,0,0,333,0,265,0,5349,894,90,588,0,3397,0,0,0,2621,0,0,0,0,0,0,0,5337,0,0,0,0,0,0
Azephiel,8403,202763,10327,9937,15332,3060,4263,1338,38471,1448,19816,30080,15449,10515,2320,47656,10935,8714,15904,26270,4000,24221,1755,41606,35337,11780,18849,68015,12339,47590,14712,7978,38302,2176,16755,16935,26603,17886,2452,6167,8460,695,5671,20555,43194,40585,62385,73189,48486,47283,15317,17590,8148,30102,4530,10330,9614,95355,12495,4580,16487,40707,42441,15748,568,4168,61418,16034,43788,1719,3624,985,10386,37815,12752,6650,10215,8650,5962,33984,16228,10064,5346,31545,22219,4486,8874,7070,41278,245,3923,18895,6528,8709,494,19186,13736,10630,11802,3984,31651,2426,15472,3968,8012,8274,2939,37235,245,1119,5012,7559,106,2712,11860,3997,6408,1427,6126,10450,38595,4524,3955,15040,11762,7305,1939,22033,54236,12382,13659,40715,4034,14093,6135,5257,2397,65068,1284,5110,25813,0,1333,2752,42519,43136,28107,551,14107,4491
Matsu UwU,37461,89004,85066,39175,6118,60689,7187,41549,81860,44411,267403,90335,15838,16889,12549,80176,146347,9095,6257,8053,49891,26146,1667,73615,98048,23857,9941,190290,6340,72965,20855,36309,34090,14909,53171,6883,38364,36486,4007,8337,57396,3460,9320,53056,14453,17938,293407,36377,133610,72312,33087,18799,7434,28058,10806,16965,32299,46307,18804,42146,15896,110367,44493,20211,4817,12270,61578,26705,114887,9365,7270,4482,31532,38771,13016,1301,34802,69128,11445,29645,77556,4294,2481,22247,57423,13676,3629,38716,55483,7669,20574,59622,1796,25126,12413,28155,66332,17780,48548,25336,33346,11937,20465,12461,32463,3416,18660,38774,5536,15720,12505,15711,7284,71183,15851,47893,12216,5259,17991,88501,38872,5956,9160,17984,73418,17977,3150,70568,81423,45650,23404,11093,20017,22804,11166,2631,12762,258771,15176,8107,68623,150,816,4675,22705,23432,18921,9789,105457,26896
Vo1d,13452,156936,22669,6858,5054,3541,48225,0,44788,1031,1039,17429,6750,11463,31587,5704,8149,10946,13289,805,5002,6093,1589,0,6943,308,4057,12482,1498,24452,136497,20238,21813,10842,0,80222,1117,0,31201,12233,79912,0,16864,0,8253,13504,3301,3446,16349,150,9784,5503,2954,44057,6109,2277,28314,4067,0,6132,8703,16351,1326,13222,0,11216,1821,2334,36836,11314,11149,21941,250,16137,2315,30175,5566,18245,1734,29487,2258,1042,7985,8567,14056,20252,45548,60877,17005,2337,1159,197,0,143,6358,3730,7452,322,10846,2737,0,10285,0,1308,0,11681,30544,12208,1257,2763,19314,12703,2140,26462,2245,12504,1325,17398,1529,6968,7542,1122,4827,11088,9847,0,16384,1466,10442,73692,106314,3802,6655,18654,2400,14547,68023,0,8025,4972,35719,0,3911,128,152,2748,1356,892,133096,9860
Chrollo Sâma,604,0,128,0,0,2287,0,17886,969,0,0,0,0,145,0,3567,0,0,1029,0,0,0,0,1889,0,0,173,16608,0,599,0,0,0,0,708,0,548,1068,0,0,367,0,739,805,355,0,113,0,3030,8420,813,95,0,0,0,0,0,132,0,0,0,137,1499,0,0,1712,6385,733,0,0,0,67,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0,0,430,0,0,0,121,0,788,0,0,0,0,0,0,188,0,1774,0,5001,0,0,2995,16036,93,0,0,0,1247,2324,0,495,166,0,0,0,0,0,0,0,120,1062,0,0,0
M3lisaLoL,0,0,959,0,0,0,848,0,1117,0,0,0,933,0,0,0,0,0,0,0,806,1968,0,50891,1182,0,439,0,0,1435,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,2512,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,180,0,0,0,0,0,4590,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,7995,0,0,0,0,0,1317,5690,0,0,0,0,298,0,0,1021,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tõmek,0,0,0,0,0,0,0,0,155,0,0,998,3656,0,142,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,109,0,0,0,1389,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,2358,640,0,0,949,0,0,0,0,0,0,0,0,2168,0,0,0,7874,6384,1301,0,3541,254,0,0,19184,0,0,4065,0,0,0,1817,0,0,707,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,0,0,0,0,0,0,6356,0,0,0,0,0,0,1056,0,3399,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,13605,0,0,133,15520,0,0
Hoe Stealth,4554,13609,9887,7117,11632,163,2632,5971,12228,7426,3347,6231,7047,9152,164,24662,27660,4072,24043,7365,4387,12041,3642,12478,130634,168055,54887,84855,20969,2720,4841,2288,3642,561,5640,23622,353879,31932,1277,0,7323,122482,160,24973,15778,5525,7092,54533,5075,1950,5631,8665,2142,18869,1066,28030,1035,247228,70992,208,27401,9580,201414,9507,6468,1120,80632,3335,1983,7480,1343,6245,131758,10196,2261,3170,153,1134,2108,40895,45660,15626,14874,67775,1017,3569,8966,240,7769,15521,14628,16569,20721,65191,1158,56599,6777,0,5208,13090,1544,22827,16414,1446,6645,1920,2554,774,13951,42471,3516,1735,16200,2953,4717,7665,6408,6655,497,10141,6800,13239,3802,4649,30391,13705,191,0,36712,5198,6146,156317,947,4021,15061,212887,22615,23780,1823,28611,20536,169,2737,252,17344,18194,1820,911,1346,1902
MeS Steve,10796,34013,570,9333,12843,14556,5819,34105,145690,10875,36308,92054,60647,14325,7715,302026,1816,15648,34520,35997,8876,431,10248,86420,6079,1175,1362,254505,9337,5562,11417,2614,20075,14384,24941,23090,48190,2630,9898,7309,29537,5208,3655,21958,21117,1859,220321,141395,97224,103496,4326,19770,16711,5730,9432,2984,3696,46211,8976,5034,80131,5633,2752,3438,0,398,242348,6502,17447,11385,1296,9305,26077,80031,7453,38542,3184,9526,15687,8941,25464,1040,5160,1410,54067,8337,8439,9634,14477,869,4464,3554,8504,389,163,44191,3360,351,17321,10667,9849,3114,2618,6765,6655,4681,20346,128826,0,2580,3629,9820,10955,9550,16044,9070,3002,4307,31258,299319,217890,2263,7842,4568,95371,7868,6401,100246,387029,37902,25777,13257,1546,5219,10679,5691,2908,122978,95850,2750,58152,0,1202,3955,8496,46174,47827,2216,12616,1005
Relthar,21904,6132,3356,0,1157,7614,0,219,61105,161,94838,6453,454,5125,9934,79410,79207,27533,5498,1335,17114,3421,63720,249136,26611,2356,6902,91320,0,68454,1402,0,318950,0,24141,5651,3110,5743,150,10932,5677,2752,442,0,66373,3721,55240,140074,17916,36708,8011,2877,6636,1391,225570,11112,42598,5514,16105,3824,65380,0,7831,4141,0,223,46621,1281,0,0,639,10366,18881,14613,6668,1019,16066,81298,477,259,311,2543,183,13351,512,1129,1548,0,0,0,1267,5905,1045,4875,1311,797,7601,7169,13929,97,280,128,5666,25624,935,348539,1666,27095,1181,4872,85396,397,371,2118,17647,170,11242,12722,92200,7517,43421,0,8104,10094,46560,2016,2569,19939,137428,19255,7534,363,3482,23428,0,231,0,20091,10186,0,36361,0,5784,0,6340,4683,152,784,0,158
Michu328,7487,2052,9323,91,906,105,0,25892,16941,5725,2173,1272,2406,1116,0,32453,872,7916,1190,2195,3759,0,7090,58782,14399,0,102,173786,0,10968,3357,276,4228,3309,1306,0,1753,0,1453,168,3639,0,948,0,12401,8015,109714,23497,62023,22858,273,6856,8397,10162,6638,12862,536,8269,431,144,10291,953,10688,632,0,110,148649,0,1422,936,0,754,35950,6647,4163,740,146,10203,0,0,0,1175,0,212,1504,0,2392,0,968,0,2092,95,149,838,1988,5350,21495,1121,29518,0,7664,3738,2498,182,269,1257,0,15769,0,0,876,1603,13744,2492,0,0,3083,0,1676,255,1297,677,2767,4343,10591,1638,694,25953,106867,136,3133,0,6021,9311,118,2382,1419,7479,7318,8323,128569,0,2639,0,0,38750,1180,370,419,676
SuperSupporter,206,60060,3160,4495,7139,65278,8929,2514,60224,47049,13488,88652,3359,6313,22025,98391,6472,7445,16099,1562,1968,18176,1480,2520,5040,45157,64819,34713,52730,2754,1959,19090,5734,2001,4394,2626,5134,169,22654,7528,8024,41457,163708,213,977,1767,64279,10530,15528,5182,94307,9664,131,11439,11823,4775,11951,87,61270,508,2306,30855,5697,64140,8678,79334,5369,241164,152291,1658,17823,13623,2335,37417,10258,88838,286474,5003,7014,24430,25533,194,14541,0,74713,1634,4301,25852,13862,23828,42630,220233,12382,4319,867,1861,6406,1518,3465,3814,21448,467,4404,4539,19497,3253,9486,6222,906,121434,293982,9193,1753,10090,6083,54746,12035,87442,29722,30364,20014,2076,4672,8366,23066,2533,2057,25165,13637,21474,10825,3160,8489,3469,2353,8333,1124,53898,2848,7369,15275,0,9117,166381,4413,3779,6813,10999,79196,64630
Ben QQ,7675,1592,19597,0,0,3518,4445,8213,29336,0,8496,5657,441,11892,1190,51425,0,17101,2740,6749,133167,669,9052,20272,12017,0,2340,117550,0,26269,3032,1047,22854,41128,1540,1076,23567,2312,8690,8159,31332,0,0,0,34808,12491,66556,16795,109298,14616,1978,14579,19300,133,31892,15149,2267,7870,9178,4857,9892,251,563,3302,0,0,177351,0,1115,2734,2471,1689,14977,3606,21793,3057,663,18608,5123,585,856,0,0,3453,1161,7876,2620,7626,20968,0,971,0,4529,197,87228,4070,5750,5759,90928,1209,1323,30193,801,154,555,11052,2228,23205,0,3470,1038,5431,6973,1218,10223,895,1208,3742,5058,637,9060,4483,14781,39566,9146,2162,1666,17134,132832,17328,1175,985,5237,57411,0,1491,1127,49762,943,2164,270933,0,3918,174,0,31558,0,219,1061,2591
KennenSieSett,99,81,624,0,0,0,92,0,0,0,176,1050,0,1632,0,0,0,0,0,0,949,0,632,0,0,595,0,898,0,0,0,0,11040,0,0,758,0,595,1851,3538,0,0,0,0,4347,0,123,2484,0,0,0,152,0,1228,0,0,4056,0,0,853,0,246,892,812,0,121,0,0,0,0,1455,0,0,0,0,886,0,0,1046,0,668,0,0,0,0,2727,1024,0,0,0,717,0,0,0,0,0,0,1978,0,0,0,33011,3926,3839,0,0,0,0,792,846,0,0,0,695,0,0,0,0,11873,143,0,0,0,0,1703,0,3927,0,0,0,0,0,0,0,0,0,610,0,2567,0,0,0,0,720,0,763,332,0,2612,195
The Wolf Cave,495,14073,0,0,297,0,3105,0,4614,0,240,0,0,0,3907,0,0,64,0,0,0,718,0,0,0,0,6732,3849,0,107,0,0,0,0,0,0,603,0,0,117,0,0,0,0,7116,0,0,0,139,0,0,0,0,0,6212,0,0,0,4116,51322,0,0,0,124878,0,0,50,0,7175,0,0,0,0,704,77,0,148,0,0,5405,0,0,0,1360,0,0,1471,179,158,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,0,0,97,0,0,0,0,9790,1109,0,276,4800,0,0,0,0,87,14622,0,0,0,0,0,15388,0,0,262,538,0,581,0,0,0,0,0,0,0,1199,0,0,875,0,0,143,0,0,0
KuRu1,74431,0,122042,0,370,0,0,10956,24739,115,12315,3008,8316,4113,394,295,177733,950,111,540,1136,173,920,311,276217,1406,5703,262827,223,12213,59921,173,2738,129,0,1075,335,0,0,1383,258097,0,146,1052,181,617,359614,1464,16869,167,0,1005,27764,16589,0,31259,619,8918,371,2502,0,50142,28781,0,134,591,22562,1451,1606,5326,0,0,107884,925,914,2356,0,2621,3779,10843,0,516,0,0,79001,0,0,0,18772,1748,2300,0,0,0,147,53982,134,0,33211,0,1000,3482,1790,0,0,280,0,4127,0,0,7216,6055,75890,0,875,25276,8634,0,3287,4925,1104,0,897,38560,1132,0,0,9883,17938,3838,453,0,35842,8884,0,0,545,2074,0,0,748275,1239,0,1259,0,11198,924,1040,75140,0
EnkiduEnumaElish,87607,86386,51449,0,911,13500,11616,14828,8484,53991,102829,14886,5098,17131,16899,14735,75530,42488,6742,18223,59622,75941,9443,40621,2470,27220,9416,24469,2861,41247,6631,26309,35050,6905,1852,5444,57976,13902,1010,9789,106463,7001,1313,14390,32960,39726,89098,95895,94103,12776,8505,34581,30714,31419,1755,10833,0,10117,7419,139315,11875,227431,3185,63289,0,49078,1744,21675,88889,1956,24186,21371,0,39116,33483,8193,6575,3723,12803,3816,11983,6529,6420,5415,13010,1516,35973,12415,8107,29869,102437,4220,422,0,1089,3456,4377,15779,63849,6829,0,67645,2526,25696,10449,6513,17730,0,8893,2727,0,168300,127964,73647,26530,164694,26608,1039,0,33959,1938,18509,906,26467,32196,1088,39547,12172,1878,22096,5257,58064,158391,127552,2561,2207,1979,1859,16815,176,3680,0,36619,105,3487,3176,6937,8580,10444,37241
Macefur,8625,2810,3952,3621,11763,6150,4671,4165,1669,1398,469,5301,153640,5629,18850,153,16982,1486,2466,31876,20959,8173,189,5323,3387,3775,2832,15274,33088,2266,1079,16579,2612,3562,37998,5371,1682,1690,6172,3953,3720,1001,2101,3332,11167,253,2042,1167,6761,1506,352,2163,3827,1051,2590,8015,33267,8814,873,11107,1154,1788,10986,9679,726,3537,5285,0,30267,4543,4868,118,10477,7796,10744,260325,1150,2008,6190,23354,2917,0,67023,1945,5377,1454,5963,4875,291021,6721,2433,30215,2027,271,963,765,14254,16237,10746,11962,5026,715,1887,1359,18553,1459,734,1854,373,29795,4213,8421,3654,5041,1733,1726,1198,15664,13763,141752,13646,0,4386,1974,358,231,5715,126,0,10059,4824,4718,224,978,6018,7836,1109,4784,2919,574,9650,599,0,22047,49248,7751,1710,20720,3467,2080
FIeo,1464,12658,363,3989,0,0,692,4774,31991,0,0,4456,8670,3704,6772,160532,1371,6442,0,31442,5340,22534,986,27264,4978,2632,3615,192815,5005,1138,95173,965,1300,271,3274,1713,46656,15912,478,0,12333,0,9641,24847,2929,7227,27542,22629,312537,3344,6526,2143,9297,335,1404,6217,115,61464,1676,0,3740,20844,71942,7745,0,14031,601027,12896,1479,1934,0,0,4984,32022,3925,12461,13197,1338,18469,2396,6916,51945,888,1223,9040,1024,1261,0,3576,878,5968,464,2336,21251,59499,77843,23508,68,0,1855,33418,275,2676,3404,1563,0,811,25364,407,1604,1300,0,773,5220,2253,654,0,195,2830,13613,55468,0,2865,3936,10370,205,604,46401,142418,186,166,26275,2127,2462,0,15470,4755,10697,4674,2244,72274,0,0,6617,2156,10897,3075,807,127,1027
nms1 mataIII,93,0,864,0,0,0,268,0,737,0,0,875,0,816,0,1546,0,452,0,768,4146,0,0,0,568,0,0,0,0,7964,0,1096,96,0,0,0,0,0,163,0,2573,0,0,595,17644,1294,1114,0,0,0,901,0,1020,0,0,186,657,0,533,0,0,812,937,0,0,0,69,0,6965,7946,0,0,3481,1546,1750,1061,0,0,0,0,66,0,0,0,932,0,891,0,0,0,449,0,0,0,0,528,0,1252,1323,0,0,0,0,664,0,3738,5937,0,0,0,0,0,538,870,0,0,647,0,0,0,0,0,0,0,0,0,0,147,197,0,661,0,154,1196,0,89,765,682,599,0,9093,0,0,0,0,9183,0,120,0,0
TOP DOGZILLA,23975,2987,60153,3811,1259,895,1172,152,1200,2820,6095,1532,120,61682,1306,14545,57972,1940,34328,0,146704,2375,13511,25921,6770,1124,9234,15579,1823,1196,51888,54124,402864,1098,9049,2544,6025,7644,3023,4558,14778,846,946,47155,349,4517,426,0,260,35392,2103,3966,11739,5048,7529,1294,13249,12924,168,112846,3906,84337,31973,0,0,2825,26324,141,27617,435,0,2180,2754,1459,19295,0,0,70702,359,0,6371,3988,2056,11569,1046,9547,29831,4393,4869,40529,1760,680,2883,19653,308664,35170,1392,3923,745,368,1219,62835,4723,93995,1707,6999,16910,224,0,0,1250,88383,9748,28110,1958,813,9669,0,1565,1554,0,0,14934,3209,786,0,4865,997,4966,162,2018,0,0,6043,6583,0,4932,0,4035,221,56709,0,2648,135,1886,306062,2913,1520,1214,1608
